UDI,Product ID,Air_Temperature_K,Process_Temperature_K,Rotation_Speed_RPM,Torque_Nm,Tool_Wear_min,Failure,TWF,HDF,PWF,OSF,RNF,Temp_Diff,Tool_Wear_rate,Machine_Type_H,Machine_Type_L,Machine_Type_M
8755,L55934,297.4,308.6,1635,30.5,159,0,0,0,0,0,0,11.200000000000045,0.09724764694333521,False,True,False
8756,M23615,297.4,308.7,1582,31.9,161,0,0,0,0,0,0,11.300000000000011,0.10176984717455931,False,False,True
8757,L55936,297.5,308.7,1761,26.2,164,0,0,0,0,0,0,11.199999999999989,0.09312885114772791,False,True,False
8758,L55937,297.5,308.8,1587,34.9,166,0,0,0,0,0,0,11.300000000000011,0.10459980806565339,False,True,False
8759,M23618,297.5,308.7,1446,53.0,168,0,0,0,0,0,0,11.199999999999989,0.11618249226660286,False,False,True
8760,M23619,297.5,308.7,1352,53.0,171,0,0,0,0,0,0,11.199999999999989,0.12647919639112692,False,False,True
8761,M23620,297.4,308.7,1392,46.4,174,0,0,0,0,0,0,11.300000000000011,0.12499991020121394,False,False,True
8762,L55941,297.5,308.8,1417,49.8,177,0,0,0,0,0,0,11.300000000000011,0.12491169731002308,False,True,False
8763,H38176,297.5,308.8,1824,24.0,179,0,0,0,0,0,0,11.300000000000011,0.09813591110969785,True,False,False
8764,L55943,297.5,308.8,1603,36.7,184,0,0,0,0,0,0,11.300000000000011,0.11478470693405682,False,True,False
8765,L55944,297.4,308.8,1620,33.4,186,0,0,0,0,0,0,11.400000000000034,0.11481474394151608,False,True,False
8766,L55945,297.4,308.8,1353,49.4,188,0,0,0,0,0,0,11.400000000000034,0.1389503777159071,False,True,False
8767,L55946,297.5,308.8,1360,50.7,190,0,0,0,0,0,0,11.300000000000011,0.1397057796281032,False,True,False
8768,L55947,297.5,308.6,1380,53.5,192,0,0,0,0,0,0,11.100000000000023,0.13913033396352611,False,True,False
8769,M23628,297.5,308.7,1363,53.6,194,0,0,0,0,0,0,11.199999999999989,0.14233298434850744,False,False,True
8770,M23629,297.4,308.6,1452,41.2,197,0,0,0,0,0,0,11.200000000000045,0.13567483768950572,False,False,True
8771,L55950,297.4,308.6,1680,32.8,200,0,0,0,0,0,0,11.200000000000045,0.11904754818598322,False,True,False
8772,L55951,297.5,308.6,1536,39.0,202,0,0,0,0,0,0,11.100000000000023,0.13151033104796156,False,True,False
8773,L55952,297.5,308.6,1621,28.9,0,0,0,0,0,0,0,11.100000000000023,0.0,False,True,False
8774,L55953,297.5,308.6,1585,37.6,2,0,0,0,0,0,0,11.100000000000023,0.001261828856890311,False,True,False
8775,M23634,297.6,308.7,1408,51.5,4,0,0,0,0,0,0,11.099999999999966,0.002840907073219408,False,False,True
8776,H38189,297.5,308.6,1536,38.7,7,0,0,0,0,0,0,11.100000000000023,0.004557288699681836,True,False,False
8777,L55956,297.5,308.6,1352,52.6,12,0,0,0,0,0,0,11.100000000000023,0.008875733080079082,False,True,False
8778,H38191,297.5,308.6,1481,38.8,14,0,0,0,0,0,0,11.100000000000023,0.009453065865586856,True,False,False
8779,L55958,297.5,308.7,1454,45.0,19,0,0,0,0,0,0,11.199999999999989,0.013067391287901452,False,True,False
8780,M23639,297.5,308.6,1349,51.5,21,0,0,0,0,0,0,11.100000000000023,0.015567075191197042,False,False,True
8781,M23640,297.5,308.6,1327,52.1,24,0,0,0,0,0,0,11.100000000000023,0.018085894434141346,False,False,True
8782,L55961,297.6,308.7,1552,42.3,27,0,0,0,0,0,0,11.099999999999966,0.017396896007154636,False,True,False
8783,L55962,297.5,308.7,1456,44.7,29,0,0,0,0,0,0,11.199999999999989,0.019917568737933558,False,True,False
8784,M23643,297.6,308.6,1254,45.8,31,0,0,0,0,0,0,11.0,0.0247208734283306,False,False,True
8785,L55964,297.5,308.6,1437,43.3,34,0,0,0,0,0,0,11.100000000000023,0.023660387153523206,False,True,False
8786,L55965,297.5,308.6,1694,27.1,36,0,0,0,0,0,0,11.100000000000023,0.02125146325179265,False,True,False
8787,L55966,297.5,308.5,1306,50.7,38,0,0,0,0,0,0,11.0,0.029096455515730847,False,True,False
8788,M23647,297.5,308.5,1699,30.1,40,0,0,0,0,0,0,11.0,0.023543246884492712,False,False,True
8789,L55968,297.4,308.5,1369,53.2,43,0,0,0,0,0,0,11.100000000000023,0.031409765222961857,False,True,False
8790,L55969,297.4,308.5,1471,43.9,45,0,0,0,0,0,0,11.100000000000023,0.030591413602030184,False,True,False
8791,L55970,297.4,308.5,1410,43.9,47,0,0,0,0,0,0,11.100000000000023,0.03333330969268816,False,True,False
8792,M23651,297.4,308.5,1412,45.5,49,0,0,0,0,0,0,11.100000000000023,0.034702524998211755,False,False,True
8793,L55972,297.4,308.5,1418,51.2,52,0,0,0,0,0,0,11.100000000000023,0.036671342262805176,False,True,False
8794,L55973,297.4,308.5,1782,25.9,54,0,0,0,0,0,0,11.100000000000023,0.030303013297972334,False,True,False
8795,M23654,297.4,308.5,1497,36.4,56,0,0,0,0,0,0,11.100000000000023,0.03740812464387131,False,False,True
8796,L55975,297.3,308.4,1459,39.4,59,0,0,0,0,0,0,11.099999999999966,0.04043862889744421,False,True,False
8797,L55976,297.2,308.3,1796,23.8,61,0,0,0,0,0,0,11.100000000000023,0.03396434634501874,False,True,False
8798,L55977,297.2,308.3,1569,31.2,63,0,0,0,0,0,0,11.100000000000023,0.040152938079708045,False,True,False
8799,L55978,297.3,308.4,1469,46.7,65,0,0,0,0,0,0,11.099999999999966,0.04424775748961369,False,True,False
8800,L55979,297.3,308.4,1472,41.3,67,0,0,0,0,0,0,11.099999999999966,0.04551627342644468,False,True,False
8801,L55980,297.4,308.5,1475,47.2,69,0,0,0,0,0,0,11.100000000000023,0.046779629301946235,False,True,False
8802,L55981,297.4,308.6,1488,36.4,71,0,0,0,0,0,0,11.200000000000045,0.047715021696894025,False,True,False
8803,L55982,297.4,308.6,1524,43.1,73,0,0,0,0,0,0,11.200000000000045,0.047900231036593806,False,True,False
8804,L55983,297.4,308.5,1486,48.6,75,0,0,0,0,0,0,11.100000000000023,0.05047102929271245,False,True,False
8805,M23664,297.5,308.6,1255,60.7,77,0,0,0,0,0,0,11.100000000000023,0.06135453278523284,False,False,True
8806,M23665,297.4,308.6,1469,42.6,80,0,0,0,0,0,0,11.200000000000045,0.05445877844875531,False,False,True
8807,L55986,297.4,308.5,1692,34.3,83,0,0,0,0,0,0,11.100000000000023,0.04905434453052924,False,True,False
8808,M23667,297.4,308.6,1604,32.8,85,0,0,0,0,0,0,11.200000000000045,0.05299248566553263,False,False,True
8809,L55988,297.4,308.6,1446,48.1,88,0,0,0,0,0,0,11.200000000000045,0.060857495949172925,False,True,False
8810,L55989,297.3,308.5,1503,43.3,90,0,0,0,0,0,0,11.199999999999989,0.05988019968050587,False,True,False
8811,M23670,297.3,308.5,1625,32.8,92,0,0,0,0,0,0,11.199999999999989,0.05661534977516937,False,False,True
8812,L55991,297.2,308.5,1574,35.8,95,0,0,0,0,0,0,11.300000000000011,0.0603557431030857,False,True,False
8813,M23672,297.2,308.4,1378,41.9,97,0,0,0,0,0,0,11.199999999999989,0.07039182119606589,False,False,True
8814,L55993,297.1,308.4,1693,29.5,100,0,0,0,0,0,0,11.299999999999955,0.05906671053354369,False,True,False
8815,L55994,297.2,308.4,1462,51.2,102,0,0,0,0,0,0,11.199999999999989,0.06976739413994928,False,True,False
8816,H38229,297.3,308.5,1435,55.0,104,0,0,0,0,0,0,11.199999999999989,0.07247381709141666,True,False,False
8817,M23676,297.2,308.5,1425,45.8,109,0,0,0,0,0,0,11.300000000000011,0.07649117439215833,False,False,True
8818,H38231,297.3,308.6,1376,53.5,112,0,0,0,0,0,0,11.300000000000011,0.08139528968365575,True,False,False
8819,M23678,297.4,308.7,1481,48.0,117,0,0,0,0,0,0,11.300000000000011,0.07900062187669016,False,False,True
8820,H38233,297.4,308.7,1349,48.9,120,0,0,0,0,0,0,11.300000000000011,0.08895471537826881,True,False,False
8821,L56000,297.3,308.7,1551,40.0,125,0,0,0,0,0,0,11.399999999999977,0.08059311373751532,False,True,False
8822,H38235,297.4,308.7,1623,33.8,127,0,0,0,0,0,0,11.300000000000011,0.07825010582248564,True,False,False
8823,L56002,297.4,308.8,1462,49.7,132,0,0,0,0,0,0,11.400000000000034,0.09028721594581673,False,True,False
8824,M23683,297.3,308.8,1447,57.4,134,0,0,0,0,0,0,11.5,0.0926053264648746,False,False,True
8825,M23684,297.3,308.9,1799,24.5,137,0,0,0,0,0,0,11.599999999999966,0.0761533762349215,False,False,True
8826,M23685,297.3,308.8,1548,41.3,140,0,0,0,0,0,0,11.5,0.09043921806252063,False,False,True
8827,M23686,297.2,308.8,1485,47.9,143,0,0,0,0,0,0,11.600000000000023,0.0962962314503492,False,False,True
8828,L56007,297.2,308.7,1463,49.9,146,0,0,0,0,0,0,11.5,0.0997948736877145,False,True,False
8829,L56008,297.3,308.7,1587,35.8,148,0,0,0,0,0,0,11.399999999999977,0.09325766020311267,False,True,False
8830,M23689,297.3,308.8,1469,44.1,150,0,0,0,0,0,0,11.5,0.10211020959141622,False,False,True
8831,H38244,297.3,308.7,1430,42.8,153,0,0,0,0,0,0,11.399999999999977,0.10699293217277471,True,False,False
8832,H38245,297.4,308.7,1726,26.8,158,0,0,0,0,0,0,11.300000000000011,0.09154108253703214,True,False,False
8833,L56012,297.4,308.8,1651,34.1,163,0,0,0,0,0,0,11.400000000000034,0.09872798381103343,False,True,False
8834,L56013,297.4,308.8,1529,41.3,165,0,0,0,0,0,0,11.400000000000034,0.10791359848685514,False,True,False
8835,L56014,297.4,308.8,1473,46.2,167,0,0,0,0,0,0,11.400000000000034,0.1133739895628041,False,True,False
8836,H38249,297.4,308.8,1324,53.5,169,0,0,0,0,0,0,11.400000000000034,0.1276434081243141,True,False,False
8837,L56016,297.4,308.9,1708,28.8,174,0,0,0,0,0,0,11.5,0.10187347665487316,False,True,False
8838,M23697,297.5,309.1,1540,38.5,176,0,0,0,0,0,0,11.600000000000023,0.11428564007425969,False,False,True
8839,L56018,297.5,309.0,1320,54.7,179,0,0,0,0,0,0,11.5,0.13560595787427435,False,True,False
8840,M23699,297.4,308.9,1376,39.0,181,0,0,0,0,0,0,11.5,0.13154060207805082,False,False,True
8841,M23700,297.3,308.7,1542,37.0,184,0,0,0,0,0,0,11.399999999999977,0.11932547384859024,False,False,True
8842,L56021,297.3,308.7,1506,39.3,187,0,0,0,0,0,0,11.399999999999977,0.12416990426965188,False,True,False
8843,L56022,297.3,308.7,1492,43.6,189,0,0,0,0,0,0,11.399999999999977,0.12667551831399576,False,True,False
8844,H38257,297.3,308.8,1564,38.0,191,0,0,0,0,0,0,11.5,0.12212268406478001,True,False,False
8845,H38258,297.4,308.9,1645,30.8,196,0,0,0,0,0,0,11.5,0.11914886373929257,True,False,False
8846,M23705,297.4,308.9,1348,59.1,201,0,0,0,0,0,0,11.5,0.14910968166937563,False,False,True
8847,M23706,297.4,308.8,1325,62.4,204,1,1,0,0,1,0,11.400000000000034,0.15396214795309587,False,False,True
8848,L56027,297.5,308.9,1443,43.5,0,0,0,0,0,0,0,11.399999999999977,0.0,False,True,False
8849,M23708,297.5,308.9,1436,44.8,2,0,0,0,0,0,0,11.399999999999977,0.0013927566902808563,False,False,True
8850,L56029,297.5,308.9,1596,30.7,5,0,0,0,0,0,0,11.399999999999977,0.0031328301172743626,False,True,False
8851,L56030,297.6,309.0,1491,43.2,7,0,0,0,0,0,0,11.399999999999977,0.004694832531970133,False,True,False
8852,M23711,297.7,308.9,1573,35.1,9,0,0,0,0,0,0,11.199999999999989,0.005721547538749181,False,False,True
8853,L56032,297.7,308.9,1575,39.9,12,0,0,0,0,0,0,11.199999999999989,0.007619042781560139,False,True,False
8854,L56033,297.7,308.9,1458,41.1,14,0,0,0,0,0,0,11.199999999999989,0.009602188201517009,False,True,False
8855,M23714,297.7,309.0,1433,41.8,16,0,0,0,0,0,0,11.300000000000011,0.011165379507760288,False,False,True
8856,L56035,297.7,308.9,1662,28.1,19,0,0,0,0,0,0,11.199999999999989,0.011432002748494135,False,True,False
8857,M23716,297.7,308.9,1327,63.7,21,0,0,0,0,0,0,11.199999999999989,0.015825157629873677,False,False,True
8858,L56037,297.7,308.9,1742,26.3,24,0,0,0,0,0,0,11.199999999999989,0.013777259599736165,False,True,False
8859,L56038,297.8,308.9,1506,33.5,26,0,0,0,0,0,0,11.099999999999966,0.017264264764764434,False,True,False
8860,L56039,297.9,309.1,1457,44.4,28,0,0,0,0,0,0,11.200000000000045,0.01921755716022158,False,True,False
8861,M23720,297.9,309.1,1488,37.3,30,0,0,0,0,0,0,11.200000000000045,0.020161276773335502,False,False,True
8862,L56041,297.9,309.1,1619,34.7,33,0,0,0,0,0,0,11.200000000000045,0.020382939849944503,False,True,False
8863,M23722,298.0,309.2,1558,41.7,35,0,0,0,0,0,0,11.199999999999989,0.022464683912269634,False,False,True
8864,L56043,298.0,309.2,1731,28.7,38,0,0,0,0,0,0,11.199999999999989,0.021952615856374435,False,True,False
8865,M23724,298.0,309.1,1574,34.8,40,0,0,0,0,0,0,11.100000000000023,0.02541294446445714,False,False,True
8866,L56045,297.9,309.0,1290,49.8,43,0,0,0,0,0,0,11.100000000000023,0.03333330749356008,False,True,False
8867,H38280,297.9,308.9,1416,39.6,45,0,0,0,0,0,0,11.0,0.03177963857370157,True,False,False
8868,L56047,297.9,308.9,1566,41.9,50,0,0,0,0,0,0,11.0,0.03192845981579833,False,True,False
8869,L56048,297.9,309.0,1456,46.5,52,0,0,0,0,0,0,11.100000000000023,0.03571426118526017,False,True,False
8870,L56049,297.9,309.0,1528,37.5,54,0,0,0,0,0,0,11.100000000000023,0.035340291007662956,False,True,False
8871,M23730,297.9,309.1,1338,49.6,56,0,0,0,0,0,0,11.200000000000045,0.04185348142490178,False,False,True
8872,M23731,297.9,309.1,1558,39.2,59,0,0,0,0,0,0,11.200000000000045,0.03786903859496881,False,False,True
8873,M23732,297.9,309.1,1614,38.1,62,0,0,0,0,0,0,11.200000000000045,0.038413854762171774,False,False,True
8874,H38287,298.0,309.1,1557,36.4,65,0,0,0,0,0,0,11.100000000000023,0.04174692244899008,True,False,False
8875,L56054,298.1,309.3,1443,45.3,70,0,0,0,0,0,0,11.199999999999989,0.048510014892574574,False,True,False
8876,H38289,298.1,309.3,1332,51.0,72,0,0,0,0,0,0,11.199999999999989,0.05405401347296286,True,False,False
8877,M23736,298.1,309.3,1752,25.2,77,0,0,0,0,0,0,11.199999999999989,0.04394974660402591,False,False,True
8878,M23737,298.1,309.2,1460,45.8,80,0,0,0,0,0,0,11.099999999999966,0.054794483017477386,False,False,True
8879,L56058,298.1,309.2,1802,26.9,83,0,0,0,0,0,0,11.099999999999966,0.04605990784688799,False,True,False
8880,L56059,298.0,309.2,1527,39.5,85,0,0,0,0,0,0,11.199999999999989,0.055664665576512395,False,True,False
8881,L56060,298.0,309.2,1458,39.8,87,0,0,0,0,0,0,11.199999999999989,0.059670740966569984,False,True,False
8882,H38295,298.0,309.2,1520,37.9,89,0,0,0,0,0,0,11.199999999999989,0.05855259305750457,True,False,False
8883,L56062,298.0,309.2,1378,49.7,94,0,0,0,0,0,0,11.199999999999989,0.06821475456113603,False,True,False
8884,M23743,297.9,309.2,1529,38.1,96,0,0,0,0,0,0,11.300000000000011,0.06278609366507935,False,False,True
8885,L56064,298.0,309.2,1527,32.4,99,0,0,0,0,0,0,11.199999999999989,0.06483296343617326,False,True,False
8886,M23745,298.0,309.2,1438,42.9,101,0,0,0,0,0,0,11.199999999999989,0.07023639065619565,False,False,True
8887,L56066,297.9,309.0,1583,36.7,104,0,0,0,0,0,0,11.100000000000023,0.06569800019077689,False,True,False
8888,L56067,297.8,308.9,1530,37.6,106,0,0,0,0,0,0,11.099999999999966,0.06928100046993434,False,True,False
8889,M23748,297.7,308.9,1530,39.1,108,0,0,0,0,0,0,11.199999999999989,0.07058818915804631,False,False,True
8890,M23749,297.7,308.8,2089,19.1,111,0,0,0,0,0,0,11.100000000000023,0.053135446081643806,False,False,True
8891,L56070,297.7,308.8,1616,34.2,114,0,0,0,0,0,0,11.100000000000023,0.07054451080166411,False,True,False
8892,M23751,297.7,308.9,1681,28.3,116,0,0,0,0,0,0,11.199999999999989,0.06900650267310965,False,False,True
8893,L56072,297.6,308.8,1475,43.0,119,0,0,0,0,0,0,11.199999999999989,0.08067791140480583,False,True,False
8894,L56073,297.5,308.7,1371,46.5,121,0,0,0,0,0,0,11.199999999999989,0.08825668252612508,False,True,False
8895,M23754,297.5,308.7,1546,38.0,123,0,0,0,0,0,0,11.199999999999989,0.07956010377742317,False,False,True
8896,H38309,297.4,308.6,1461,40.1,126,0,0,0,0,0,0,11.200000000000045,0.0862422407650645,True,False,False
8897,L56076,297.4,308.7,1638,31.9,131,0,0,0,0,0,0,11.300000000000011,0.07997553115046939,False,True,False
8898,M23757,297.3,308.7,1577,35.6,133,0,0,0,0,0,0,11.399999999999977,0.08433729591801147,False,False,True
8899,L56078,297.4,308.6,1532,38.7,136,0,0,0,0,0,0,11.200000000000045,0.08877278800731854,False,True,False
8900,M23759,297.3,308.5,1710,27.7,138,0,0,0,0,0,0,11.199999999999989,0.08070170719198409,False,False,True
8901,M23760,297.3,308.6,1584,29.4,141,0,0,0,0,0,0,11.300000000000011,0.08901509531875296,False,False,True
8902,L56081,297.3,308.6,1446,50.1,144,0,0,0,0,0,0,11.300000000000011,0.09958499337137389,False,True,False
8903,H38316,297.4,308.7,1522,46.3,146,0,0,0,0,0,0,11.300000000000011,0.09592634958846939,True,False,False
8904,M23763,297.4,308.7,1382,49.9,151,0,0,0,0,0,0,11.300000000000011,0.10926186015784359,False,False,True
8905,L56084,297.4,308.7,1584,38.2,154,0,0,0,0,0,0,11.300000000000011,0.09722216084459542,False,True,False
8906,L56085,297.3,308.6,1385,55.2,156,0,0,0,0,0,0,11.300000000000011,0.11263529773624713,False,True,False
8907,L56086,297.3,308.7,1592,34.4,158,0,0,0,0,0,0,11.399999999999977,0.0992461688152206,False,True,False
8908,M23767,297.2,308.6,1404,43.7,160,0,0,0,0,0,0,11.400000000000034,0.11396003279199944,False,False,True
8909,L56088,297.2,308.5,1518,44.3,163,0,0,0,0,0,0,11.300000000000011,0.1073780583807257,False,True,False
8910,L56089,297.1,308.4,1529,40.4,165,0,0,0,0,0,0,11.299999999999955,0.10791359848685514,False,True,False
8911,L56090,297.1,308.4,1550,37.0,167,0,0,0,0,0,0,11.299999999999955,0.1077418659729897,False,True,False
8912,L56091,297.1,308.3,1773,23.8,169,0,0,0,0,0,0,11.199999999999989,0.09531861516152557,False,True,False
8913,L56092,297.2,308.5,1446,43.7,171,0,0,0,0,0,0,11.300000000000011,0.11825717962850649,False,True,False
8914,M23773,297.2,308.5,1487,46.9,173,0,0,0,0,0,0,11.300000000000011,0.11634154919868918,False,False,True
8915,M23774,297.3,308.5,1524,49.3,176,0,0,0,0,0,0,11.199999999999989,0.11548548852658233,False,False,True
8916,L56095,297.1,308.3,1403,54.1,179,0,0,0,0,0,0,11.199999999999989,0.12758365817273118,False,True,False
8917,L56096,297.1,308.2,2267,15.7,181,0,0,0,0,0,0,11.099999999999966,0.07984116460469139,False,True,False
8918,M23777,297.1,308.2,1529,37.9,183,0,0,0,0,0,0,11.099999999999966,0.11968599104905753,False,False,True
8919,L56098,297.1,308.2,1402,51.2,186,0,0,0,0,0,0,11.099999999999966,0.13266752306168114,False,True,False
8920,L56099,297.2,308.3,1693,28.0,188,0,0,0,0,0,0,11.100000000000023,0.11104541580306214,False,True,False
8921,L56100,297.1,308.3,1496,45.8,190,0,0,0,0,0,0,11.199999999999989,0.12700526269701692,False,True,False
8922,L56101,297.1,308.1,1633,33.3,192,0,0,0,0,0,0,11.0,0.11757494330989388,False,True,False
8923,L56102,297.1,308.2,1399,42.6,194,0,0,0,0,0,0,11.099999999999966,0.1386703797924376,False,True,False
8924,M23783,297.0,308.1,1363,45.3,196,0,0,0,0,0,0,11.100000000000023,0.14380033470261577,False,False,True
8925,H38338,297.1,308.2,1527,42.2,199,0,0,0,0,0,0,11.099999999999966,0.1303208052908937,True,False,False
8926,M23785,297.2,308.2,1405,42.5,204,0,0,0,0,0,0,11.0,0.14519562619528384,False,False,True
8927,M23786,297.3,308.3,1459,59.6,207,1,0,0,1,1,0,11.0,0.14187790138594833,False,False,True
8928,M23787,297.4,308.4,1789,25.0,210,0,0,0,0,0,0,11.0,0.11738394780103532,False,False,True
8929,L56108,297.4,308.4,1531,41.5,213,0,0,0,0,0,0,11.0,0.13912466419029118,False,True,False
8930,M23789,297.4,308.4,1620,35.8,215,0,0,0,0,0,0,11.0,0.13271596745927935,False,False,True
8931,L56110,297.4,308.4,1571,39.4,0,0,0,0,0,0,0,11.0,0.0,False,True,False
8932,L56111,297.4,308.4,1434,39.9,2,0,0,0,0,0,0,11.0,0.0013946991668764527,False,True,False
8933,L56112,297.4,308.4,1474,43.6,4,0,0,0,0,0,0,11.0,0.002713702365195139,False,True,False
8934,M23793,297.3,308.3,1544,41.7,6,0,0,0,0,0,0,11.0,0.003886007845849841,False,False,True
8935,L56114,297.3,308.2,1601,35.7,9,0,0,0,0,0,0,10.899999999999977,0.0056214830596608,False,True,False
8936,L56115,297.4,308.3,1801,26.9,11,0,0,0,0,0,0,10.900000000000034,0.0061077145431901484,False,True,False
8937,L56116,297.4,308.3,1465,42.0,13,0,0,0,0,0,0,10.900000000000034,0.008873714079376056,False,True,False
8938,M23797,297.4,308.4,1340,52.6,15,0,0,0,0,0,0,11.0,0.011194021496998883,False,False,True
8939,M23798,297.4,308.4,1517,41.0,18,0,0,0,0,0,0,11.0,0.011865516238947766,False,False,True
8940,M23799,297.3,308.4,1434,44.8,21,0,0,0,0,0,0,11.099999999999966,0.014644341252202753,False,False,True
8941,H38354,297.3,308.3,1935,19.3,24,0,0,0,0,0,0,11.0,0.01240309436532591,True,False,False
8942,M23801,297.3,308.3,1595,32.2,29,0,0,0,0,0,0,11.0,0.01818180678256628,False,False,True
8943,L56122,297.3,308.3,2188,17.0,32,0,0,0,0,0,0,11.0,0.014625221834907753,False,True,False
8944,M23803,297.3,308.4,1449,44.4,34,0,0,0,0,0,0,11.099999999999966,0.02346444205352515,False,False,True
8945,L56124,297.3,308.3,1471,38.2,37,0,0,0,0,0,0,11.0,0.025152940072780374,False,True,False
8946,L56125,297.4,308.2,1639,33.8,39,0,0,0,0,0,0,10.800000000000011,0.023794982431371306,False,True,False
8947,M23806,297.3,308.2,1846,24.5,41,0,0,0,0,0,0,10.899999999999977,0.022210172150502628,False,False,True
8948,M23807,297.3,308.2,1452,38.2,44,0,0,0,0,0,0,10.899999999999977,0.030303009433189095,False,False,True
8949,M23808,297.4,308.3,1483,41.9,47,0,0,0,0,0,0,10.900000000000034,0.03169249380142023,False,False,True
8950,L56129,297.4,308.3,1284,60.3,50,0,0,0,0,0,0,10.900000000000034,0.03894077964113735,False,True,False
8951,L56130,297.4,308.2,1419,50.0,52,0,0,0,0,0,0,10.800000000000011,0.03664549919274194,False,True,False
8952,L56131,297.3,308.1,1763,28.4,54,0,0,0,0,0,0,10.800000000000011,0.030629591248104795,False,True,False
8953,M23812,297.2,308.0,1478,42.5,56,0,0,0,0,0,0,10.800000000000011,0.037889013606892015,False,False,True
8954,L56133,297.3,308.0,1518,36.0,59,0,0,0,0,0,0,10.699999999999989,0.03886690456725654,False,True,False
8955,L56134,297.3,308.0,1447,49.0,61,0,0,0,0,0,0,10.699999999999989,0.04215615607729366,False,True,False
8956,M23815,297.4,308.0,1355,55.1,63,0,0,0,0,0,0,10.600000000000023,0.046494430631416506,False,False,True
8957,L56136,297.4,308.1,1348,57.4,66,0,0,0,0,0,0,10.700000000000045,0.048961388010839754,False,True,False
8958,L56137,297.4,308.1,1348,53.7,68,0,0,0,0,0,0,10.700000000000045,0.050445066435410656,False,True,False
8959,M23818,297.4,308.1,1734,27.7,70,0,0,0,0,0,0,10.700000000000045,0.04036906553110408,False,False,True
8960,L56139,297.3,308.0,1420,46.5,73,0,0,0,0,0,0,10.699999999999989,0.05140841450111655,False,True,False
8961,L56140,297.3,307.9,1797,24.7,75,0,0,0,0,0,0,10.599999999999966,0.04173620381958608,False,True,False
8962,M23821,297.3,308.0,1403,45.0,77,0,0,0,0,0,0,10.699999999999989,0.054882355750281005,False,False,True
8963,L56142,297.3,307.9,1628,30.2,80,0,0,0,0,0,0,10.599999999999966,0.04914001895576231,False,True,False
8964,M23823,297.2,307.9,1687,30.4,82,0,0,0,0,0,0,10.699999999999989,0.048606965852420955,False,False,True
8965,M23824,297.2,307.9,1456,44.9,85,0,0,0,0,0,0,10.699999999999989,0.05837908078359837,False,False,True
8966,L56145,297.1,307.9,1496,44.7,88,0,0,0,0,0,0,10.799999999999955,0.05882349009124994,False,True,False
8967,L56146,297.1,307.8,1636,30.3,90,0,0,0,0,0,0,10.699999999999989,0.0550121913128415,False,True,False
8968,L56147,297.1,307.8,1536,40.4,92,0,0,0,0,0,0,10.699999999999989,0.05989579433867556,False,True,False
8969,L56148,297.1,307.8,1454,50.6,94,0,0,0,0,0,0,10.699999999999989,0.06464919900330192,False,True,False
8970,L56149,297.0,307.8,1396,50.0,96,0,0,0,0,0,0,10.800000000000011,0.06876785904881157,False,True,False
8971,L56150,297.0,307.6,1575,37.4,98,0,0,0,0,0,0,10.600000000000023,0.062222182716074464,False,True,False
8972,L56151,296.9,307.6,1514,35.7,100,0,0,0,0,0,0,10.700000000000045,0.0660501545243365,False,True,False
8973,M23832,296.8,307.4,1455,49.9,102,0,0,0,0,0,0,10.599999999999966,0.07010304460271849,False,False,True
8974,L56153,296.8,307.4,1549,48.3,105,0,0,0,0,0,0,10.599999999999966,0.0677856244121211,False,True,False
8975,L56154,296.8,307.5,1474,42.4,107,0,0,0,0,0,0,10.699999999999989,0.07259153826896997,False,True,False
8976,H38389,296.7,307.4,1661,34.2,109,0,0,0,0,0,0,10.699999999999989,0.0656230790950758,True,False,False
8977,L56156,296.7,307.4,1535,34.6,114,0,0,0,0,0,0,10.699999999999989,0.07426705259475401,False,True,False
8978,M23837,296.9,307.5,1556,31.2,116,0,0,0,0,0,0,10.600000000000023,0.07455008062334151,False,False,True
8979,L56158,296.9,307.6,1435,45.0,119,0,0,0,0,0,0,10.700000000000045,0.08292677147960176,False,True,False
8980,M23839,296.9,307.5,1332,51.1,121,0,0,0,0,0,0,10.600000000000023,0.09084077264206258,False,False,True
8981,L56160,297.0,307.6,1513,42.4,124,0,0,0,0,0,0,10.600000000000023,0.08195632388874825,False,True,False
8982,L56161,297.0,307.7,1502,39.4,126,0,0,0,0,0,0,10.699999999999989,0.08388809328355973,False,True,False
8983,L56162,297.0,307.7,1315,60.1,128,0,0,0,0,0,0,10.699999999999989,0.09733832902028211,False,True,False
8984,M23843,297.0,307.7,1261,51.1,130,0,0,0,0,0,0,10.699999999999989,0.10309270175043478,False,False,True
8985,L56164,297.1,307.8,1406,60.4,133,0,0,0,0,0,0,10.699999999999989,0.09459452731541443,False,True,False
8986,L56165,297.1,307.8,1584,42.3,135,0,0,0,0,0,0,10.699999999999989,0.08522721892221027,False,True,False
8987,M23846,297.1,307.8,1443,43.9,137,0,0,0,0,0,0,10.699999999999989,0.09494102914689595,False,False,True
8988,L56167,297.2,307.9,1580,35.8,140,0,0,0,0,0,0,10.699999999999989,0.08860753885598807,False,True,False
8989,L56168,297.2,307.9,1825,24.6,142,0,0,0,0,0,0,10.699999999999989,0.0778081765434649,False,True,False
8990,L56169,297.2,307.9,1469,48.2,144,0,0,0,0,0,0,10.699999999999989,0.09802580120775956,False,True,False
8991,L56170,297.2,307.9,1493,38.4,146,0,0,0,0,0,0,10.699999999999989,0.09778961969884815,False,True,False
